ID,Timestamp,Tweet URL,Group,Collector,Category,Topic,Keywords,Account handle,Account name,Account bio,Account type,Joined,Following,Followers,Location,Tweet,Tweet Translated,Tweet Type,Date posted,Screenshot,Content type,Likes,Replies,Retweets,Quote Tweets,Views,Rating,Reasoning,Remarks,Stance on Sara
25-11,3/15/2023 13:23:41,https://twitter.com/onlyforlenifans/status/1524916084586926080?s=20,25,"Cunanan, Ridge",GOVT,Sara Duterte K12,sara k-14,@onlyforlenifans,morgause,N/A,Anonymous,05/22,158,4,N/A,"when sara says it isn't all about education then replaces k-12 to k-14, how ironic.",N/A,Text,13/05/22 20:55,N/A,Emotional,1,0,0,0,1,N/A,"Sara never mentioned adding two more years to K-12 to form the so called ""K-14"". The mandatory military service is also not the ""additional two years"" as she never mentioned this as well. Sara only mentioned making military service mandatory for people of at least 18, but never made any mention regarding its inclusion to the school curriculum.

https://verafiles.org/articles/vera-files-fact-check-sara-duterte-quote-on-k-14-and-rotc-fake","No location, No bio",Anti-Sara
25-12,3/15/2023 13:29:16,https://twitter.com/crmlmichiatto/status/1543429001318105088?s=20,25,"Cunanan, Ridge",GOVT,Sara Duterte K12,abolish k-12,@crmlmichiatto,maddie,N/A,Anonymous,05/22,114,12,Lennard's,"Apologists being dumber these days, then there's Sara Duterte, planning to remove K-12? What's not clicking?",N/A,Text,03/07/22 22:58,N/A,Emotional,0,0,0,0,1,N/A,"Sara never made any mention of removing K-12. She only said that DepEd aims to revise the program

https://verafiles.org/articles/vera-files-fact-check-deped-to-revise-not-abolish-k-to-12",No bio,Ambiguous
25-13,3/15/2023 13:47:31,https://twitter.com/Maddie_Twts/status/1524653738949955585?s=20,25,"Cunanan, Ridge",GOVT,Sara Duterte K12,sara k-14,@Maddie_Twts,Mid,just a hooman who loves stunning sceneries.,Identified,04/20,288,146,????????????,"K-12 IS HARD ENOUGH FOR US STUDENTS, YET, DEPED IS PLANNING FOR K-14?? What's the point of having K-14 if Ms. Sara Duterte is saying that some works doesn't need a college degree?",N/A,Text,12/05/22 15:32,https://drive.google.com/file/d/1HxaZ17_-VkEyBa_mGR4VjRVIgG2ZTn5J/view?usp=share_link,Emotional,64519,197,14073,5722,1,N/A,"Sara never mentioned adding two more years to K-12 to form the so called ""K-14"". The mandatory military service is also not the ""additional two years"" as she never mentioned this as well. Sara only mentioned making military service mandatory for people of at least 18, but never made any mention regarding its inclusion to the school curriculum.

https://verafiles.org/articles/vera-files-fact-check-sara-duterte-quote-on-k-14-and-rotc-fake",N/A,Anti-Sara
25-16,3/15/2023 14:17:43,https://twitter.com/urgfmai/status/1539644718514327553?s=20,25,"Cunanan, Ridge",GOVT,Sara Duterte K12,sara k-14,@urgfmai,N/A,busy with school,Anonymous,12/19,3159,3508,"MAI ????
she her",sara. first u want k-14. and now you want k-12 gone. ano ba talaga girl?,N/A,Text,23/06/22 00:21,N/A,Emotional,4,0,0,0,1,N/A,"Sara never mentioned adding two more years to K-12 to form the so called ""K-14"". The mandatory military service is also not the ""additional two years"" as she never mentioned this as well. Sara only mentioned making military service mandatory for people of at least 18, but never made any mention regarding its inclusion to the school curriculum.

https://verafiles.org/articles/vera-files-fact-check-sara-duterte-quote-on-k-14-and-rotc-fake

Sara never made any mention of removing K-12. She only said that DepEd aims to revise the program

https://verafiles.org/articles/vera-files-fact-check-deped-to-revise-not-abolish-k-to-12",No account name,Ambiguous
25-15,3/15/2023 14:35:07,https://twitter.com/OwnedbyTaylor13/status/1524694911089532930?s=20,25,"Cunanan, Ridge",GOVT,Sara Duterte K12,sara k-14,@OwnedbyTaylor13,?olklo?ed ??,"#Taylorswift  — ' I'm a mirrorball
I can change everything about me to fit in' ? ?? ??? ?? ? ?? ???..??",Anonymous,07/20,1349,1323,she/her ????,"I was planning to take medical course but then I heard they'd change k-12 to k-14 thanks alot baby em and sara :))

{Alt-text image: Woman with her arms crossed}",N/A,"Text, Image",12/05/22 18:16,N/A,Emotional,1,0,0,0,1,N/A,"Sara never mentioned adding two more years to K-12 to form the so called ""K-14"". The mandatory military service is also not the ""additional two years"" as she never mentioned this as well. Sara only mentioned making military service mandatory for people of at least 18, but never made any mention regarding its inclusion to the school curriculum.

https://verafiles.org/articles/vera-files-fact-check-sara-duterte-quote-on-k-14-and-rotc-fake",N/A,Ambiguous
25-16,3/15/2023 14:39:57,https://twitter.com/Deiinyelbalbids/status/1524706326663745538?s=20,25,"Cunanan, Ridge",GOVT,Sara Duterte K12,sara k-14,@Deiinyelbalbids,Daniel Balbido,"collect all your failures, it is your key to correction",Identified,03/16,80,106,N/A,I am with sara duterte. Whatever she want to do i will support her. But as a pioneer ng k-12 gusto na naming mayapatunayan. K-14. Another two yrs is too much for me/us,N/A,Text,12/05/22 19:01,N/A,Emotional,2,0,0,0,1,N/A,"Sara never mentioned adding two more years to K-12 to form the so called ""K-14"". The mandatory military service is also not the ""additional two years"" as she never mentioned this as well. Sara only mentioned making military service mandatory for people of at least 18, but never made any mention regarding its inclusion to the school curriculum.

https://verafiles.org/articles/vera-files-fact-check-sara-duterte-quote-on-k-14-and-rotc-fake",No location,Pro-Sara
25-17,3/15/2023 14:46:51,https://twitter.com/iheartyoons/status/1524774236430082048?s=20,25,"Cunanan, Ridge",GOVT,Sara Duterte K12,sara k-14,@iheartyoons,tyun !,clintoe,Anonymous,12/15,650,414,the local matcha guy,"They seek to extend k-12 to k-14 for two years of compulsory military service training alone, as Sara Duterte herself stated, ""Like in South Korea and Israel."" Yet, still not sure, will look more further abt it. Thanks",N/A,"Text, Reply",12/05/22 23:31,N/A,Rational,0,0,0,0,1,N/A,"Sara never mentioned adding two more years to K-12 to form the so called ""K-14"". The mandatory military service is also not the ""additional two years"" as she never mentioned this as well. Sara only mentioned making military service mandatory for people of at least 18, but never made any mention regarding its inclusion to the school curriculum.

https://verafiles.org/articles/vera-files-fact-check-sara-duterte-quote-on-k-14-and-rotc-fake",N/A,Anti-Sara
25-18,3/15/2023 14:54:12,https://twitter.com/JRDimacalinta/status/1539128758237818880?s=20,25,"Cunanan, Ridge",GOVT,Sara Duterte K12,abolish k-12,"@JRDimacalinta
",James R. Dimacalinta,"Views and opinions are my own. Read at your own risk.
NO GRAMMAR NAZI ALLOWED OR YOU WILL BE BLOCKED.
BBM-SARA ????",Identified,05/22,40,834,N/A,VP Sara removing the K-12 program to simply K-10? What can you ask for? Maraming salamat po VP!!!,N/A,Text,21/06/22 14:11,N/A,Emotional,0,0,0,0,1,N/A,"Sara never made any mention of removing K-12. She only said that DepEd aims to revise the program

https://verafiles.org/articles/vera-files-fact-check-deped-to-revise-not-abolish-k-to-12","No location, Unsure if name is of a real person",Pro-Sara
00-19,3/15/2023 15:03:59,https://twitter.com/juyeonnnniee/status/1539504599240871936?s=20,,"Cunanan, Ridge",GOVT,Sara Duterte K12,abolish k-12,@juyeonnnniee,bbboyaaaa ?? ||?? SEQUENCE,this is for wjsn and wjsn only,Anonymous,08/21,259,214,N/A,"Removing K-12 is not the answer to Philippines education system it would only be worsen if you remove it, Think carefully VP Sara you will remove the K-12 and replaced the ROTC that's a NO NO NO https://twitter.com/aasshh_grayy/status/1539462919062056960",N/A,"Text, URL",22/06/22 15:04,N/A,Emotional,64,0,14,0,1,N/A,"Sara never made any mention of removing K-12. She only said that DepEd aims to revise the program

https://verafiles.org/articles/vera-files-fact-check-deped-to-revise-not-abolish-k-to-12",No location,Ambiguous
25-20,4/3/2023 7:02:47,https://twitter.com/mirothunderfxck/status/1524692981722533889,25,"Loristo, Ivan",GOVT,Sara Duterte K12,sara k-14,@mirothunderfxck,miro,anti-imperialist | queer coded | twigs connoisseur,Anonymous,03/22,272,608,21 ????,they want to extend k-12 to k-14 for two years mandatory military service training alone ??????? yes even sara duterte herself said “like in south korea and israel”,N/A,Text,12/05/22 18:08,N/A,Emotional,50,1,8,2,1,N/A,"Sara never mentioned adding two more years to K-12 to form the so called ""K-14"". The mandatory military service is also not the ""additional two years"" as she never mentioned this as well. Sara only mentioned making military service mandatory for people of at least 18, but never made any mention regarding its inclusion to the school curriculum.

https://verafiles.org/articles/vera-files-fact-check-sara-duterte-quote-on-k-14-and-rotc-fake",N/A,Anti-Sara
25-21,4/3/2023 7:02:48,https://twitter.com/KrisAquinoAlt/status/1525131686974918656,25,"Loristo, Ivan",GOVT,Sara Duterte K12,sara k-14,@KrisAquinoAlt,KrisAquinoAlt,N/A,Anonymous,04/22,15,10,N/A,my friends on fb who voted for bbm-sara are now starting to bark like a dog and complaining because of ms.sara duterte planning to declare k-14,N/A,Text,13/05/2022 23:11,N/A,Emotional,5,0,1,0,1,N/A,"Sara never mentioned adding two more years to K-12 to form the so called ""K-14"". The mandatory military service is also not the ""additional two years"" as she never mentioned this as well. Sara only mentioned making military service mandatory for people of at least 18, but never made any mention regarding its inclusion to the school curriculum.

https://verafiles.org/articles/vera-files-fact-check-sara-duterte-quote-on-k-14-and-rotc-fake","No location, No bio",Anti-Sara
25-22,4/3/2023 7:02:50,https://twitter.com/calistasolana/status/1524968486799220736,25,"Loristo, Ivan",GOVT,Sara Duterte K12,sara k-14,@calistasolana,shi.enee,"random post's | ???????????? | multi-fandom
 
 -
 -
 ???????? ???????? ????????.",Anonymous,07/20,139,80,+63 +1,"Dep-Ed Secretary: Sara Duterte, K-14 is waving ?? ROTC is waving ??",N/A,Text,13/05/2022 12:23,N/A,Emotional,0,1,0,0,1,N/A,"Sara never mentioned adding two more years to K-12 to form the so called ""K-14"". The mandatory military service is also not the ""additional two years"" as she never mentioned this as well. Sara only mentioned making military service mandatory for people of at least 18, but never made any mention regarding its inclusion to the school curriculum.

https://verafiles.org/articles/vera-files-fact-check-sara-duterte-quote-on-k-14-and-rotc-fake",N/A,Ambiguous
25-23,4/3/2023 7:02:51,https://twitter.com/nicholesiaboc3/status/1524790964769857536,25,"Loristo, Ivan",GOVT,Sara Duterte K12,sara k-14,@nicholesiaboc3,fake nicasia coleman,"JSL -will be successful at every thing that she do (GIRL, i don't smoke)",Anonymous,02/21,204,141,La Playa,sana di ma approve yung K-14?? I still have hope na the politicians that were appointed has stil some empathy to the Filipino students,N/A,Text,12/05/2022 00:37,N/A,Emotional,0,0,0,1,1,N/A,"Sara never mentioned adding two more years to K-12 to form the so called ""K-14"". The mandatory military service is also not the ""additional two years"" as she never mentioned this as well. Sara only mentioned making military service mandatory for people of at least 18, but never made any mention regarding its inclusion to the school curriculum.

https://verafiles.org/articles/vera-files-fact-check-sara-duterte-quote-on-k-14-and-rotc-fake",N/A,Pro-Sara
25-24,4/3/2023 7:02:52,https://twitter.com/norvieamores123/status/1524762973319081985,25,"Loristo, Ivan",GOVT,Sara Duterte K12,sara k-14,@norvieamores123,Norvie Amores ??? #PinoyBoysLove2023,"I am Deaf and Sign Language, Philippines. PINOY BOYS LOVE SERIES and MOVIE and BOYS LOVE SHORT FILMS ??????",Identified,07/12,2543,1132,Malaybalay City Bukidnon,"VP Leni 
 Sara Duterte made department of education made add to K-14? Serious?",N/A,Text,12/05/2022 22:46,N/A,Emotional,0,1,0,0,1,N/A,"Sara never mentioned adding two more years to K-12 to form the so called ""K-14"". The mandatory military service is also not the ""additional two years"" as she never mentioned this as well. Sara only mentioned making military service mandatory for people of at least 18, but never made any mention regarding its inclusion to the school curriculum.

https://verafiles.org/articles/vera-files-fact-check-sara-duterte-quote-on-k-14-and-rotc-fake",N/A,Ambiguous
25-25,4/3/2023 7:02:54,https://twitter.com/pretzizel/status/1524671827578343424,25,"Loristo, Ivan",GOVT,Sara Duterte K12,sara k-14,@pretzizel,denis,"im ur not so friendly non-binary babe | they/she, minor, moomoo + freenbecky",Anonymous,10/21,501,171,N/A,"SERIOUSLY!?! DEPED PLANNING TO EXTEND K-12 TO K-14!?! DON'T THEY KNOW HOW MUCH US STUDENTS ARE CURRENTLY STRUGGLING!?! AND THE FACT THAT SARA DUTERTE HAS A CHANCE OF LEADING DEPED WILL MAKE THINGS MUCH WORSE. BYE GONNA MOVE TO ANOTHER COUNTRY ????? https://t.co/wRgJSQ3ezx

{Alt-text image: Women with disgusted face}",N/A,"Text, Image",12/05/2022 16:44,N/A,Emotional,0,1,0,0,1,N/A,"Sara never mentioned adding two more years to K-12 to form the so called ""K-14"". The mandatory military service is also not the ""additional two years"" as she never mentioned this as well. Sara only mentioned making military service mandatory for people of at least 18, but never made any mention regarding its inclusion to the school curriculum.

https://verafiles.org/articles/vera-files-fact-check-sara-duterte-quote-on-k-14-and-rotc-fake",No location,Anti-Sara
25-26,4/3/2023 7:02:55,https://twitter.com/joycema75806349/status/1525313513107111944,25,"Loristo, Ivan",GOVT,Sara Duterte K12,sara k-14,@joycema75806349,yourhope???,??????'???? ?????????????? ???????????????????????,Identified,01/21,506,165,"Antipolo City, Calabarzon","K-12 IS HARD ENOUGH FOR US STUDENTS, YET, DEPED IS PLANNING FOR K-14?? What's the point of having K-14 if Ms. Sara Duterte is saying that some works doesn't need a college degree?",N/A,Text,14/05/2022 11:14,N/A,Emotional,0,0,0,0,1,N/A,"Sara never mentioned adding two more years to K-12 to form the so called ""K-14"". The mandatory military service is also not the ""additional two years"" as she never mentioned this as well. Sara only mentioned making military service mandatory for people of at least 18, but never made any mention regarding its inclusion to the school curriculum.

https://verafiles.org/articles/vera-files-fact-check-sara-duterte-quote-on-k-14-and-rotc-fake",N/A,Ambiguous
25-27,4/3/2023 7:02:56,https://twitter.com/jedgalupo/status/1524731855051714560,25,"Loristo, Ivan",GOVT,Sara Duterte K12,sara k-14,@jedgalupo,President Jed,????????????,Anonymous,12/20,1648,394,Earth,"K-12 IS HARD ENOUGH FOR US STUDENTS, YET, DEPED IS PLANNING FOR K-14?? What's the point of having K-14 if Ms. Sara Duterte is saying that some works doesn't need a college degree?",N/A,Text,12/05/2022 20:42,N/A,Emotional,2,0,1,0,1,N/A,"Sara never mentioned adding two more years to K-12 to form the so called ""K-14"". The mandatory military service is also not the ""additional two years"" as she never mentioned this as well. Sara only mentioned making military service mandatory for people of at least 18, but never made any mention regarding its inclusion to the school curriculum.

https://verafiles.org/articles/vera-files-fact-check-sara-duterte-quote-on-k-14-and-rotc-fake",N/A,Ambiguous
25-28,4/3/2023 7:02:58,https://twitter.com/pln_1202/status/1524881259553361921,25,"Loristo, Ivan",GOVT,Sara Duterte K12,sara k-14,@pln_1202,??,???? ?????? ???????????? ?????? ????????,Anonymous,04/18,377,516,CLCN,What’s the point of K-14? Dinadagdagan niyo lang pagpapahirap sa bata at sa mga magulang na nag papaaral sa kanila. Why not improve the quality of education kesa mas pinapahaba niyo lang yung taon? Nag iisip ka ba Ms. SARA DUTERTE?,N/A,Text,12/05/2022 06:36,N/A,Emotional,7,0,3,0,1,N/A,"Sara never mentioned adding two more years to K-12 to form the so called ""K-14"". The mandatory military service is also not the ""additional two years"" as she never mentioned this as well. Sara only mentioned making military service mandatory for people of at least 18, but never made any mention regarding its inclusion to the school curriculum.

https://verafiles.org/articles/vera-files-fact-check-sara-duterte-quote-on-k-14-and-rotc-fake",N/A,Anti-Sara
25-29,4/3/2023 7:02:59,https://twitter.com/myeoImang/status/1524679142981406722,25,"Loristo, Ivan",GOVT,Sara Duterte K12,sara k-14,@myeoImang,ALEEYA,N/A,Anonymous,05/21,120,10,N/A,i was wondering what the hell does k-14 mean in the trending tags PUTANGINA MO SARA DUTERTE anak ka ng puta literal,N/A,Text,12/05/2022 17:13,N/A,Emotional,0,0,0,0,1,N/A,"Sara never mentioned adding two more years to K-12 to form the so called ""K-14"". The mandatory military service is also not the ""additional two years"" as she never mentioned this as well. Sara only mentioned making military service mandatory for people of at least 18, but never made any mention regarding its inclusion to the school curriculum.

https://verafiles.org/articles/vera-files-fact-check-sara-duterte-quote-on-k-14-and-rotc-fake","No location, No bio",Anti-Sara
25-30,4/3/2023 7:03:00,https://twitter.com/Haharrruuuu/status/1524742847856996353,25,"Loristo, Ivan",GOVT,Sara Duterte K12,sara k-14,@Haharrruuuu,Haruuuu,Writing acc @haru_writes,Anonymous,06/21,165,128,Out here,"Natatawa lang ako sa part na sabi nila Leni will make it K-14, kahit hindi. Tapos ngayon si Sara Duterte yung nag pa K-14??",N/A,Text,12/05/2022 21:26,N/A,Emotional,1,1,0,0,1,N/A,"Sara never mentioned adding two more years to K-12 to form the so called ""K-14"". The mandatory military service is also not the ""additional two years"" as she never mentioned this as well. Sara only mentioned making military service mandatory for people of at least 18, but never made any mention regarding its inclusion to the school curriculum.

https://verafiles.org/articles/vera-files-fact-check-sara-duterte-quote-on-k-14-and-rotc-fake",N/A,Anti-Sara
25-31,4/3/2023 7:03:01,https://twitter.com/kelsssjj/status/1524661242954391552,25,"Loristo, Ivan",GOVT,Sara Duterte K12,sara k-14,@kelsssjj,Khels,au,Anonymous,04/20,55,8,expressing myself freely,"Seriously, Sara Duterte!?You're planning to have another set of years for the mandatory military service K-14??! Nananapak ka naman diba, yun na lang kaya ipaturo mo? And calling the department of education “girly-girly”? HAHAHAHAHA seriously what!??",N/A,Text,12/05/2022 16:02,N/A,Emotional,7,1,0,0,1,N/A,"Sara never mentioned adding two more years to K-12 to form the so called ""K-14"". The mandatory military service is also not the ""additional two years"" as she never mentioned this as well. Sara only mentioned making military service mandatory for people of at least 18, but never made any mention regarding its inclusion to the school curriculum.

https://verafiles.org/articles/vera-files-fact-check-sara-duterte-quote-on-k-14-and-rotc-fake",N/A,Ambiguous
25-32,4/3/2023 7:03:03,https://twitter.com/ju_spjo/status/1524750097279381505,25,"Loristo, Ivan",GOVT,Sara Duterte K12,sara k-14,@ju_spjo,J,N/A,Anonymous,01/20,19,0,N/A,What the fuck is a k-14?! Sara duterte really be just messing around with us.,N/A,Text,12/05/2022 09:55,N/A,Emotional,0,0,0,0,1,N/A,"Sara never mentioned adding two more years to K-12 to form the so called ""K-14"". The mandatory military service is also not the ""additional two years"" as she never mentioned this as well. Sara only mentioned making military service mandatory for people of at least 18, but never made any mention regarding its inclusion to the school curriculum.

https://verafiles.org/articles/vera-files-fact-check-sara-duterte-quote-on-k-14-and-rotc-fake","No location, No bio",Anti-Sara
25-33,4/3/2023 7:03:05,https://twitter.com/_trixieyap/status/1524687158300135424,25,"Loristo, Ivan",GOVT,Sara Duterte K12,sara k-14,@_trixieyap,?trix,"sex, money, feelings, die.",Anonymous,09/21,1391,2243,ia,what if yung mga bumoto na lang kay sara duterte ang ipasok sa K-14,N/A,Text,12/05/2022 17:45,N/A,Emotional,8,2,1,1,1,N/A,"Sara never mentioned adding two more years to K-12 to form the so called ""K-14"". The mandatory military service is also not the ""additional two years"" as she never mentioned this as well. Sara only mentioned making military service mandatory for people of at least 18, but never made any mention regarding its inclusion to the school curriculum.

https://verafiles.org/articles/vera-files-fact-check-sara-duterte-quote-on-k-14-and-rotc-fake",N/A,Ambiguous
